Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
170,8.0,0.0,0.0,701.0,10.0,59.0,8618.0,0.1,13.999999999999993,0.0,0.0,2151.195285320282,,,,,,,,,,,,,,,,,,,,,6.781435850966985,4.045447199351522,13.627135929516049,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,8.0,0.0,0.0,763.0,11.0,62.0,8680.0,0.1,11.899999999999997,0.0,0.0,2157.9341247081757,,,,,,,,,,,,,,,,,,,,,5.828601724671641,3.395230130087134,11.785197217787202,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,8.0,0.0,0.0,854.0,12.0,91.0,8771.0,0.1,15.749999999999995,0.0,0.0,2167.321316719055,,,,,,,,,,,,,,,,,,,,,7.699571738630281,4.550552896497666,15.089149380886587,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,8.0,0.0,0.0,890.0,13.0,36.0,8807.0,0.1,7.299999999999998,0.0,0.0,2171.4455535411835,,,,,,,,,,,,,,,,,,,,,3.933417507439007,2.3697137629334923,7.387402685500307,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,8.0,0.0,0.0,917.0,14.0,27.0,8834.0,0.1,7.299999999999997,0.0,0.0,2174.5111515522003,,,,,,,,,,,,,,,,,,,,,4.2151193324726,2.0949507067550304,7.200585748935362,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,8.0,0.0,0.0,968.0,15.0,51.0,8885.0,0.1,8.95,0.0,0.0,2180.1917448043823,,,,,,,,,,,,,,,,,,,,,4.682525516477452,2.6604919146936217,8.728639749518937,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
176,8.0,0.0,0.0,999.0,16.0,31.0,8916.0,0.1,5.099999999999999,0.0,0.0,2183.7282502651215,,,,,,,,,,,,,,,,,,,,,2.4288730036536883,1.440453642455378,5.034769440999293,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,8.0,0.0,0.0,1119.0,17.0,120.0,9036.0,0.1,22.750000000000018,0.0,0.0,2196.203379869461,,,,,,,,,,,,,,,,,,,,,11.94697030136909,5.72995446858525,21.35906032542624,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178,8.0,0.0,0.0,1194.0,18.0,75.0,9111.0,0.1,15.099999999999994,0.0,0.0,2204.1936116218567,,,,,,,,,,,,,,,,,,,,,7.42551319875307,4.301697302954336,14.572216370618388,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,8.0,0.0,0.0,1247.0,19.0,53.0,9164.0,0.1,10.099999999999996,0.0,0.0,2209.8719465732574,,,,,,,,,,,,,,,,,,,,,5.66106736581871,2.744215419033023,9.819592795610033,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,8.0,0.0,0.0,1294.0,20.0,47.0,9211.0,0.1,8.899999999999997,0.0,0.0,2215.04279255867,,,,,,,,,,,,,,,,,,,,,5.562313885530315,2.715043405077516,8.966354337115705,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
181,9.0,0.0,0.0,46.0,1.0,46.0,9257.0,0.1,9.899999999999995,0.0,0.0,2425.0469782352448,,,,,,,,,,,,,,,,,,,,,5.709802561521406,2.8342664944326263,9.656652730979243,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,9.0,0.0,0.0,72.0,2.0,26.0,9283.0,0.1,3.8000000000000007,0.0,0.0,2428.0745804309845,,,,,,,,,,,,,,,,,,,,,1.7066535962959088,1.466331415457352,3.8670165589906174,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
183,9.0,0.0,0.0,115.0,3.0,43.0,9326.0,0.1,8.399999999999997,0.0,0.0,2432.7507617473602,,,,,,,,,,,,,,,,,,,,,4.93148986051886,2.7015541123686684,8.204346424500265,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
184,9.0,0.0,0.0,175.0,4.0,60.0,9386.0,0.1,12.549999999999994,0.0,0.0,2439.118371963501,,,,,,,,,,,,,,,,,,,,,7.840521238237502,3.82638965628378,12.778282766723251,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
185,9.0,0.0,0.0,356.0,5.0,181.0,9567.0,0.1,31.50000000000002,0.0,0.0,2457.5718672275543,,,,,,,,,,,,,,,,,,,,,15.135667813236983,8.316738909224016,28.946998408982832,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
186,9.0,0.0,0.0,523.0,6.0,167.0,9734.0,0.1,29.30000000000001,0.0,0.0,2474.65061378479,,,,,,,,,,,,,,,,,,,,,13.355509206008051,6.7232626508368964,27.123850539825774,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
187,9.0,0.0,0.0,624.0,7.0,101.0,9835.0,0.1,19.249999999999996,0.0,0.0,2485.124575614929,,,,,,,,,,,,,,,,,,,,,10.376452626825932,5.686087345936995,18.23843692009385,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,9.0,0.0,0.0,766.0,8.0,142.0,9977.0,0.1,28.200000000000028,0.0,0.0,2499.9674763679504,,,,,,,,,,,,,,,,,,,,,14.369867716101975,8.405453989032676,26.244998168867756,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,9.0,0.0,0.0,986.0,9.0,220.0,10197.0,0.1,46.05000000000007,0.0,0.0,2522.190328359604,,,,,,,,,,,,,,,,,,,,,21.416837201859384,11.780212904535285,41.4210965876697,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190,9.0,0.0,0.0,1159.0,10.0,173.0,10370.0,0.1,35.000000000000036,0.0,0.0,2540.1516103744507,,,,,,,,,,,,,,,,,,,,,15.896760064682578,9.811699416981424,32.44690401258255,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
191,9.0,0.0,0.0,1289.0,11.0,130.0,10500.0,0.1,22.20000000000001,0.0,0.0,2553.568125963211,,,,,,,,,,,,,,,,,,,,,10.70854261203362,6.111308781986603,20.849567746360602,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
192,9.0,0.0,0.0,1384.0,12.0,95.0,10595.0,0.1,19.400000000000002,0.0,0.0,2563.3363296985626,,,,,,,,,,,,,,,,,,,,,9.892352792356126,5.5038699782546265,18.497202392308402,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,9.0,0.0,0.0,1461.0,13.0,77.0,10672.0,0.1,18.05,0.0,0.0,2571.480272293091,,,,,,,,,,,,,,,,,,,,,9.805368733447292,5.195414491766863,17.329628534965956,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
194,9.0,0.0,0.0,1550.0,14.0,89.0,10761.0,0.1,20.900000000000006,0.0,0.0,2580.9608294963837,,,,,,,,,,,,,,,,,,,,,11.917208514482542,6.07472705763247,19.908019887600847,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
195,9.0,0.0,0.0,1608.0,15.0,58.0,10819.0,0.1,8.699999999999998,0.0,0.0,2587.0316128730774,,,,,,,,,,,,,,,,,,,,,5.363117016859954,2.367055421368925,8.405742291863557,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
196,9.0,0.0,0.0,1639.0,16.0,31.0,10850.0,0.1,5.099999999999999,0.0,0.0,2590.649402141571,,,,,,,,,,,,,,,,,,,,,3.27126152036362,1.2483104232199338,5.00860309044653,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
197,9.0,0.0,0.0,1696.0,17.0,57.0,10907.0,0.1,11.049999999999995,0.0,0.0,2596.8852503299713,,,,,,,,,,,,,,,,,,,,,5.464955542722669,3.2347011501929495,10.760006787633285,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198,9.0,0.0,0.0,1756.0,18.0,60.0,10967.0,0.1,13.899999999999993,0.0,0.0,2603.202175140381,,,,,,,,,,,,,,,,,,,,,6.812542850360027,3.733384451822174,13.518270451611171,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,9.0,0.0,0.0,1847.0,19.0,91.0,11058.0,0.1,14.849999999999994,0.0,0.0,2612.549660921097,,,,,,,,,,,,,,,,,,,,,8.696946418303913,3.8388788288559486,14.31525345538184,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,9.0,0.0,0.0,1977.0,20.0,130.0,11188.0,0.1,21.749999999999996,0.0,0.0,2626.0942471027374,,,,,,,,,,,,,,,,,,,,,10.548852584270072,6.317600919952034,20.540007687624716,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
201,10.0,0.0,0.0,37.0,1.0,37.0,11225.0,0.1,7.649999999999997,0.0,0.0,2928.7055797576904,,,,,,,,,,,,,,,,,,,,,4.181170428807805,2.286064257421223,7.51030980343117,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
202,10.0,0.0,0.0,119.0,2.0,82.0,11307.0,0.1,11.249999999999998,0.0,0.0,2937.366730451584,,,,,,,,,,,,,,,,,,,,,6.486322433453761,3.250609863685913,10.96140184315299,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
203,10.0,0.0,0.0,178.0,3.0,59.0,11366.0,0.1,10.849999999999998,0.0,0.0,2943.692237138748,,,,,,,,,,,,,,,,,,,,,6.363589238990731,3.4678683250800373,11.160828577551147,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,10.0,0.0,0.0,288.0,4.0,110.0,11476.0,0.1,17.89999999999999,0.0,0.0,2955.24081158638,,,,,,,,,,,,,,,,,,,,,8.430170037269638,5.105495712718303,17.12380144595768,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
205,10.0,0.0,0.0,330.0,5.0,42.0,11518.0,0.1,7.149999999999998,0.0,0.0,2959.8662643432617,,,,,,,,,,,,,,,,,,,,,4.0793067333417214,1.7896906130181813,7.099747166557568,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
206,10.0,0.0,0.0,358.0,6.0,28.0,11546.0,0.1,5.4,0.0,0.0,2962.916907787323,,,,,,,,,,,,,,,,,,,,,2.678568421808364,1.85918230999211,5.335666080684654,-0.05079830129965002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
207,10.0,0.0,0.0,583.0,7.0,225.0,11771.0,0.1,36.55000000000002,0.0,0.0,2985.545179128647,,,,,,,,,,,,,,,,,,,,,16.65163209601455,8.689826983310619,33.002090175655255,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,10.0,0.0,0.0,742.0,8.0,159.0,11930.0,0.1,32.35000000000004,0.0,0.0,3001.9183588027954,,,,,,,,,,,,,,,,,,,,,16.39679763470718,8.816975944133997,29.80248434228178,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
209,10.0,0.0,0.0,851.0,9.0,109.0,12039.0,0.1,18.900000000000006,0.0,0.0,3013.3784503936768,,,,,,,,,,,,,,,,,,,,,9.149614029846989,4.860048187809266,17.93855123466478,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
210,10.0,0.0,0.0,884.0,10.0,33.0,12072.0,0.1,6.25,0.0,0.0,3017.1707298755646,,,,,,,,,,,,,,,,,,,,,2.7630715257615694,1.91885913990636,6.171154778051192,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,10.0,0.0,0.0,1027.0,11.0,143.0,12215.0,0.1,26.300000000000022,0.0,0.0,3031.8463804721832,,,,,,,,,,,,,,,,,,,,,13.520474027861,6.803599686385605,24.539918474223043,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,10.0,0.0,0.0,1056.0,12.0,29.0,12244.0,0.1,4.3999999999999995,0.0,0.0,3035.175930738449,,,,,,,,,,,,,,,,,,,,,3.004127860717137,1.4596073901002666,4.949644729663586,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,10.0,0.0,0.0,1125.0,13.0,69.0,12313.0,0.1,14.349999999999994,0.0,0.0,3042.3908081054688,,,,,,,,,,,,,,,,,,,,,6.903855946137198,4.284069880953481,13.90142288406177,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
214,10.0,0.0,0.0,1172.0,14.0,47.0,12360.0,0.1,6.6499999999999995,0.0,0.0,3047.5570783615112,,,,,,,,,,,,,,,,,,,,,3.604134561364495,1.8147427653712878,6.600186541280273,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
215,10.0,0.0,0.0,1219.0,15.0,47.0,12407.0,0.1,9.799999999999995,0.0,0.0,3052.4965813159943,,,,,,,,,,,,,,,,,,,,,5.537974226715348,2.9719769397252445,9.668491790910227,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,10.0,0.0,0.0,1439.0,16.0,220.0,12627.0,0.1,42.00000000000005,0.0,0.0,3075.133833885193,,,,,,,,,,,,,,,,,,,,,19.428912213379057,11.721150994094272,37.939143062754844,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217,10.0,0.0,0.0,1636.0,17.0,197.0,12824.0,0.1,40.70000000000005,0.0,0.0,3095.0108680725098,,,,,,,,,,,,,,,,,,,,,18.927085680266337,10.939534541593009,37.04541791139241,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218,10.0,0.0,0.0,1960.0,18.0,324.0,13148.0,0.1,58.6000000000001,0.0,0.0,3128.2966248989105,,,,,,,,,,,,,,,,,,,,,29.645869475734248,13.953118946282707,49.39150857251736,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
219,10.0,0.0,0.0,2117.0,19.0,157.0,13305.0,0.1,28.05000000000003,0.0,0.0,3144.44264793396,,,,,,,,,,,,,,,,,,,,,14.957894767375626,7.3621655600065825,25.75309095033175,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
220,10.0,0.0,0.0,2147.0,20.0,30.0,13335.0,0.1,2.9499999999999997,0.0,0.0,3147.865545988083,,,,,,,,,,,,,,,,,,,,,1.8987963448574494,0.9937799860925828,3.518390508578036,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,11.0,0.0,0.0,134.0,1.0,134.0,13469.0,0.1,28.10000000000003,0.0,0.0,3488.5252413749695,,,,,,,,,,,,,,,,,,,,,14.877213578007122,7.75492065521604,26.285029740965758,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
222,11.0,0.0,0.0,221.0,2.0,87.0,13556.0,0.1,17.049999999999997,0.0,0.0,3497.510853767395,,,,,,,,,,,,,,,,,,,,,8.8864650764805,4.630708936396929,16.42590609533984,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223,11.0,0.0,0.0,358.0,3.0,137.0,13693.0,0.1,30.50000000000003,0.0,0.0,3511.8649592399597,,,,,,,,,,,,,,,,,,,,,14.785337493802546,7.983783032294441,28.531443118142228,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
224,11.0,0.0,0.0,548.0,4.0,190.0,13883.0,0.1,38.25000000000004,0.0,0.0,3531.12757062912,,,,,,,,,,,,,,,,,,,,,17.846326775332255,10.563479143938402,34.9290210257173,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
225,11.0,0.0,0.0,807.0,5.0,259.0,14142.0,0.1,52.950000000000074,0.0,0.0,3557.1827228069305,,,,,,,,,,,,,,,,,,,,,23.535293989931436,13.940832739914045,46.94820832504953,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,11.0,0.0,0.0,1213.0,6.0,406.0,14548.0,0.1,77.84999999999995,0.0,0.0,3598.0258610248566,,,,,,,,,,,,,,,,,,,,,35.63027136353523,17.694753771843995,63.51106845224068,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
227,11.0,0.0,0.0,1541.0,7.0,328.0,14876.0,0.1,64.05000000000011,0.0,0.0,3631.2987473011017,,,,,,,,,,,,,,,,,,,,,29.49442104214332,15.677432146237456,54.48474490323857,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,11.0,0.0,0.0,1818.0,8.0,277.0,15153.0,0.1,64.20000000000013,0.0,0.0,3659.84281373024,,,,,,,,,,,,,,,,,,,,,29.76594870566603,16.518329699180953,56.066909961543615,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229,11.0,0.0,0.0,1897.0,9.0,79.0,15232.0,0.1,15.149999999999995,0.0,0.0,3668.1128079891205,,,,,,,,,,,,,,,,,,,,,6.674329899734403,4.148513551341679,14.65201732054475,0.14940034999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,11.0,0.0,0.0,1989.0,10.0,92.0,15324.0,0.1,12.95,0.0,0.0,3677.8359220027924,,,,,,,,,,,,,,,,,,,,,6.079688749554849,3.3473642967411856,12.528015209150787,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
231,11.0,0.0,0.0,2216.0,11.0,227.0,15551.0,0.1,44.00000000000005,0.0,0.0,3701.105309009552,,,,,,,,,,,,,,,,,,,,,20.906585038913157,11.992275018299086,39.33283152638796,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
232,11.0,0.0,0.0,2345.0,12.0,129.0,15680.0,0.1,28.150000000000013,0.0,0.0,3714.239628314972,,,,,,,,,,,,,,,,,,,,,12.544830888770322,8.191338129011672,26.58485995038946,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,11.0,0.0,0.0,2435.0,13.0,90.0,15770.0,0.1,13.6,0.0,0.0,3723.557237148285,,,,,,,,,,,,,,,,,,,,,6.285404734069669,3.4392826653933914,13.060421356224825,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
234,11.0,0.0,0.0,2467.0,14.0,32.0,15802.0,0.1,7.2499999999999964,0.0,0.0,3727.4650843143463,,,,,,,,,,,,,,,,,,,,,4.294872411936677,1.9421625186462046,7.1268105771617725,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
235,11.0,0.0,0.0,2514.0,15.0,47.0,15849.0,0.1,8.899999999999997,0.0,0.0,3732.439123392105,,,,,,,,,,,,,,,,,,,,,5.022509465130863,2.9231269311103767,8.898985036863122,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
236,11.0,0.0,0.0,2659.0,16.0,145.0,15994.0,0.1,31.950000000000035,0.0,0.0,3747.3192965984344,,,,,,,,,,,,,,,,,,,,,15.482850811534792,9.147424321506605,29.764485839520663,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,11.0,0.0,0.0,2904.0,17.0,245.0,16239.0,0.1,47.150000000000055,0.0,0.0,3772.1676909923553,,,,,,,,,,,,,,,,,,,,,21.6688977530644,12.172667897897746,41.92492798153431,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
238,11.0,0.0,0.0,3499.0,18.0,595.0,16834.0,0.1,105.29999999999971,0.0,0.0,3832.949234485626,,,,,,,,,,,,,,,,,,,,,46.35412575783626,23.18701269706543,79.38216714061221,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239,11.0,0.0,0.0,3675.0,19.0,176.0,17010.0,0.1,41.90000000000007,0.0,0.0,3850.76909327507,,,,,,,,,,,,,,,,,,,,,19.88202846552466,11.56862238958036,38.47767987213207,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240,11.0,0.0,0.0,3779.0,20.0,104.0,17114.0,0.1,18.950000000000003,0.0,0.0,3861.448454141617,,,,,,,,,,,,,,,,,,,,,9.084250392165274,5.023386689968361,18.041302522958205,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,12.0,0.0,0.0,133.0,1.0,133.0,17247.0,0.1,28.65000000000003,0.0,0.0,4448.050581455231,,,,,,,,,,,,,,,,,,,,,15.829976420333864,7.767210153244885,26.59778210251854,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,12.0,0.0,0.0,210.0,2.0,77.0,17324.0,0.1,10.4,0.0,0.0,4455.898519515991,,,,,,,,,,,,,,,,,,,,,4.573493011458035,2.819699272199409,10.067966903958744,0.19760594270509796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,12.0,0.0,0.0,259.0,3.0,49.0,17373.0,0.1,9.149999999999999,0.0,0.0,4461.263169050217,,,,,,,,,,,,,,,,,,,,,5.058526834482115,2.6591145170889323,9.13813031402799,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,12.0,0.0,0.0,360.0,4.0,101.0,17474.0,0.1,22.40000000000001,0.0,0.0,4471.744652509689,,,,,,,,,,,,,,,,,,,,,11.992583745173729,6.590984126301245,21.595612362775984,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,12.0,0.0,0.0,409.0,5.0,49.0,17523.0,0.1,8.249999999999998,0.0,0.0,4477.072142124176,,,,,,,,,,,,,,,,,,,,,4.426539146611967,2.328602851496563,8.265612872583297,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
246,12.0,0.0,0.0,576.0,6.0,167.0,17690.0,0.1,31.100000000000012,0.0,0.0,4494.136741876602,,,,,,,,,,,,,,,,,,,,,13.10829349804966,8.388773758668114,28.968823664330717,-0.15029930030014993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247,12.0,0.0,0.0,691.0,7.0,115.0,17805.0,0.1,21.000000000000007,0.0,0.0,4505.939910173416,,,,,,,,,,,,,,,,,,,,,10.01100027829097,5.492044446810798,20.008500564195938,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
248,12.0,0.0,0.0,768.0,8.0,77.0,17882.0,0.1,13.099999999999996,0.0,0.0,4514.177358627319,,,,,,,,,,,,,,,,,,,,,6.085576098225524,4.264604505215549,12.656711406538305,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249,12.0,0.0,0.0,831.0,9.0,63.0,17945.0,0.1,14.499999999999993,0.0,0.0,4520.958808898926,,,,,,,,,,,,,,,,,,,,,7.513052233866456,4.420198259451767,14.054773200895001,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
250,12.0,0.0,0.0,1517.0,10.0,686.0,18631.0,0.1,150.19999999999928,0.0,0.0,4590.239332675934,,,,,,,,,,,,,,,,,,,,,58.6958722679211,31.037166235188273,110.15483113163819,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,12.0,0.0,0.0,1653.0,11.0,136.0,18767.0,0.1,31.05000000000003,0.0,0.0,4604.280048131943,,,,,,,,,,,,,,,,,,,,,14.952296968748968,8.524818607161764,29.203811564713412,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
252,12.0,0.0,0.0,1768.0,12.0,115.0,18882.0,0.1,25.50000000000002,0.0,0.0,4616.150532245636,,,,,,,,,,,,,,,,,,,,,12.95180537520325,6.919554620206865,24.058635594404848,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
253,12.0,0.0,0.0,1949.0,13.0,181.0,19063.0,0.1,37.35000000000005,0.0,0.0,4635.043233394623,,,,,,,,,,,,,,,,,,,,,17.317392249184547,9.699899330498317,34.284085890592905,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
254,12.0,0.0,0.0,1988.0,14.0,39.0,19102.0,0.1,5.199999999999999,0.0,0.0,4639.4172966480255,,,,,,,,,,,,,,,,,,,,,3.6966030909542,1.7496023446011233,5.592868802884995,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
255,12.0,0.0,0.0,2022.0,15.0,34.0,19136.0,0.1,7.049999999999999,0.0,0.0,4643.221940755844,,,,,,,,,,,,,,,,,,,,,3.443642239230617,2.0234106524768682,7.053856679388142,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
256,12.0,0.0,0.0,2117.0,16.0,95.0,19231.0,0.1,16.699999999999992,0.0,0.0,4653.333116769791,,,,,,,,,,,,,,,,,,,,,8.068693489283262,4.946661656005238,15.965388930991145,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,12.0,0.0,0.0,2536.0,17.0,419.0,19650.0,0.1,81.94999999999993,0.0,0.0,4696.347774028778,,,,,,,,,,,,,,,,,,,,,35.729335277826166,18.995121435138362,67.11356854210645,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
258,12.0,0.0,0.0,2571.0,18.0,35.0,19685.0,0.1,5.6,0.0,0.0,4700.291908502579,,,,,,,,,,,,,,,,,,,,,2.4573774600163585,1.5076093498785512,5.5250363365361626,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
259,12.0,0.0,0.0,2595.0,19.0,24.0,19709.0,0.1,5.35,0.0,0.0,4703.019325494766,,,,,,,,,,,,,,,,,,,,,2.67189988472135,1.5911936063415955,5.296462030365388,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
