Episode #,Training Iter,Epoch,In Heatup,ER #Transitions,ER #Episodes,Episode Length,Total steps,Epsilon,Shaped Training Reward,Training Reward,Update Target Network,Wall-Clock Time,Evaluation Reward,Shaped Evaluation Reward,Success Rate,Inverse Propensity Score,Direct Method Reward,Doubly Robust,Weighted Importance Sampling,Sequential Doubly Robust,Loss/Mean,Loss/Stdev,Loss/Max,Loss/Min,Learning Rate/Mean,Learning Rate/Stdev,Learning Rate/Max,Learning Rate/Min,Grads (unclipped)/Mean,Grads (unclipped)/Stdev,Grads (unclipped)/Max,Grads (unclipped)/Min,Discounted Return/Mean,Discounted Return/Stdev,Discounted Return/Max,Discounted Return/Min,Entropy/Mean,Entropy/Stdev,Entropy/Max,Entropy/Min,Advantages/Mean,Advantages/Stdev,Advantages/Max,Advantages/Min,Values/Mean,Values/Stdev,Values/Max,Values/Min,Value Loss/Mean,Value Loss/Stdev,Value Loss/Max,Value Loss/Min,Policy Loss/Mean,Policy Loss/Stdev,Policy Loss/Max,Policy Loss/Min,Value Targets/Mean,Value Targets/Stdev,Value Targets/Max,Value Targets/Min,KL Divergence/Mean,KL Divergence/Stdev,KL Divergence/Max,KL Divergence/Min,Likelihood Ratio/Mean,Likelihood Ratio/Stdev,Likelihood Ratio/Max,Likelihood Ratio/Min,Clipped Likelihood Ratio/Mean,Clipped Likelihood Ratio/Stdev,Clipped Likelihood Ratio/Max,Clipped Likelihood Ratio/Min
80,3.0,0.0,0.0,802.0,20.0,33.0,3620.0,0.1,2.649999999999999,0.0,0.0,817.4097211360931,,,,,,,,,,,,,,,,,,,,,1.1279331046415766,0.7442404426497014,2.618011612760737,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,4.0,0.0,0.0,129.0,1.0,129.0,3749.0,0.1,20.050000000000008,0.0,0.0,953.4092690944672,,,,,,,,,,,,,,,,,,,,,9.97505597964602,5.060752870789264,18.80080057898304,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,4.0,0.0,0.0,207.0,2.0,78.0,3827.0,0.1,10.75,0.0,0.0,961.7861480712891,,,,,,,,,,,,,,,,,,,,,4.897327656908946,3.3562378366379155,10.388775605195889,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,4.0,0.0,0.0,235.0,3.0,28.0,3855.0,0.1,5.849999999999999,0.0,0.0,965.0279262065887,,,,,,,,,,,,,,,,,,,,,3.6599879956469197,1.644266763388308,5.864897539913906,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
84,4.0,0.0,0.0,258.0,4.0,23.0,3878.0,0.1,4.1,0.0,0.0,967.981128692627,,,,,,,,,,,,,,,,,,,,,2.4827703303271424,1.2096858061723996,4.259408777995164,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,4.0,0.0,0.0,293.0,5.0,35.0,3913.0,0.1,4.7,0.0,0.0,971.8167116641998,,,,,,,,,,,,,,,,,,,,,1.861549390008119,1.3794641447652138,4.644129385992314,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
86,4.0,0.0,0.0,317.0,6.0,24.0,3937.0,0.1,5.349999999999999,0.0,0.0,974.4866392612457,,,,,,,,,,,,,,,,,,,,,2.7087698710542454,1.5851363413355561,5.295575378275871,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
87,4.0,0.0,0.0,354.0,7.0,37.0,3974.0,0.1,4.5,0.0,0.0,978.4359738826752,,,,,,,,,,,,,,,,,,,,,2.151827336495293,1.29882331746286,4.533770202379978,0.14940034999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
88,4.0,0.0,0.0,387.0,8.0,33.0,4007.0,0.1,5.3500000000000005,0.0,0.0,981.9276721477509,,,,,,,,,,,,,,,,,,,,,2.2900426320029483,1.5788588713656357,5.2849932947400875,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
89,4.0,0.0,0.0,413.0,9.0,26.0,4033.0,0.1,3.8,0.0,0.0,984.764502286911,,,,,,,,,,,,,,,,,,,,,2.0449074924693247,0.9531398746941815,3.754337325509491,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
90,4.0,0.0,0.0,468.0,10.0,55.0,4088.0,0.1,7.2,0.0,0.0,990.532586812973,,,,,,,,,,,,,,,,,,,,,3.6746307502022493,2.213294473452039,7.011912121068893,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
91,4.0,0.0,0.0,500.0,11.0,32.0,4120.0,0.1,4.550000000000001,0.0,0.0,993.97962474823,,,,,,,,,,,,,,,,,,,,,2.532012351726157,1.5126618262001434,4.6871966869565656,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
92,4.0,0.0,0.0,552.0,12.0,52.0,4172.0,0.1,5.699999999999999,0.0,0.0,999.5532736778259,,,,,,,,,,,,,,,,,,,,,2.831945096737125,1.529123141360973,5.563861013134925,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,4.0,0.0,0.0,587.0,13.0,35.0,4207.0,0.1,6.049999999999998,0.0,0.0,1003.306426525116,,,,,,,,,,,,,,,,,,,,,3.660891746092025,1.7498027644723622,6.039770085873912,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
94,4.0,0.0,0.0,617.0,14.0,30.0,4237.0,0.1,4.749999999999999,0.0,0.0,1006.7062129974365,,,,,,,,,,,,,,,,,,,,,2.9214906141094965,1.2489053233137082,4.671693997878474,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
95,4.0,0.0,0.0,654.0,15.0,37.0,4274.0,0.1,6.299999999999998,0.0,0.0,1010.6590549945831,,,,,,,,,,,,,,,,,,,,,3.4122666821010545,1.8801002081138065,6.186112170992075,0.04925094964999993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
96,4.0,0.0,0.0,688.0,16.0,34.0,4308.0,0.1,4.799999999999999,0.0,0.0,1014.4228947162628,,,,,,,,,,,,,,,,,,,,,2.901076097977932,1.2021202686783337,4.815595858271585,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
97,4.0,0.0,0.0,726.0,17.0,38.0,4346.0,0.1,6.1999999999999975,0.0,0.0,1018.672854423523,,,,,,,,,,,,,,,,,,,,,3.9532864819147284,1.612052711319637,6.274335233601311,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,4.0,0.0,0.0,755.0,18.0,29.0,4375.0,0.1,5.749999999999999,0.0,0.0,1021.846987247467,,,,,,,,,,,,,,,,,,,,,2.97399558149499,1.4736055319858739,5.675098650338672,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
99,4.0,0.0,0.0,808.0,19.0,53.0,4428.0,0.1,6.049999999999998,0.0,0.0,1027.5394260883331,,,,,,,,,,,,,,,,,,,,,4.138166935922589,1.6722422980680034,6.373159149439786,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
100,4.0,0.0,0.0,837.0,20.0,29.0,4457.0,0.1,4.3999999999999995,0.0,0.0,1030.781745672226,,,,,,,,,,,,,,,,,,,,,2.3755510172743266,1.2739047329058852,4.444228477690913,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
101,5.0,0.0,0.0,33.0,1.0,33.0,4490.0,0.1,6.249999999999999,0.0,0.0,1168.2393288612366,,,,,,,,,,,,,,,,,,,,,3.392436444912295,1.7408656395914395,6.1503441352442465,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
102,5.0,0.0,0.0,69.0,2.0,36.0,4526.0,0.1,8.199999999999998,0.0,0.0,1172.3026688098907,,,,,,,,,,,,,,,,,,,,,4.057509923389852,2.496198224486537,8.070061696088446,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
103,5.0,0.0,0.0,97.0,3.0,28.0,4554.0,0.1,5.849999999999999,0.0,0.0,1175.3214902877808,,,,,,,,,,,,,,,,,,,,,3.2961956773269345,1.7333301289340055,5.875114344600728,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
104,5.0,0.0,0.0,132.0,4.0,35.0,4589.0,0.1,5.6,0.0,0.0,1179.4089720249176,,,,,,,,,,,,,,,,,,,,,2.8274215159769027,1.8392474593107095,5.5120588525871295,0.19760594270509796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,5.0,0.0,0.0,195.0,5.0,63.0,4652.0,0.1,12.249999999999995,0.0,0.0,1186.0642805099487,,,,,,,,,,,,,,,,,,,,,6.917133049911086,3.6632410443418846,11.83788454906919,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
106,5.0,0.0,0.0,230.0,6.0,35.0,4687.0,0.1,4.699999999999999,0.0,0.0,1189.968169927597,,,,,,,,,,,,,,,,,,,,,2.9220977797606964,1.2319099079211162,4.606935842457448,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,5.0,0.0,0.0,344.0,7.0,114.0,4801.0,0.1,23.350000000000016,0.0,0.0,1201.6731464862823,,,,,,,,,,,,,,,,,,,,,11.139768827236443,6.272986600037255,22.124292815032298,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,5.0,0.0,0.0,419.0,8.0,75.0,4876.0,0.1,11.049999999999995,0.0,0.0,1209.5699977874756,,,,,,,,,,,,,,,,,,,,,6.301155678413133,3.1687555322063745,10.598599925369834,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,5.0,0.0,0.0,444.0,9.0,25.0,4901.0,0.1,4.35,0.0,0.0,1212.3560724258423,,,,,,,,,,,,,,,,,,,,,2.017644537549658,1.1423487711096445,4.308170920230799,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,5.0,0.0,0.0,500.0,10.0,56.0,4957.0,0.1,8.899999999999999,0.0,0.0,1218.2769474983215,,,,,,,,,,,,,,,,,,,,,4.260542176370228,2.634955563106428,8.678758476317427,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
111,5.0,0.0,0.0,527.0,11.0,27.0,4984.0,0.1,3.6999999999999997,0.0,0.0,1221.2180216312408,,,,,,,,,,,,,,,,,,,,,1.427252289616482,1.178219122341905,3.6687981156134652,-0.25014900099984977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,5.0,0.0,0.0,570.0,12.0,43.0,5027.0,0.1,6.6,0.0,0.0,1225.8203797340393,,,,,,,,,,,,,,,,,,,,,3.6927189744472075,1.935013483292735,6.454114859703317,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
113,5.0,0.0,0.0,600.0,13.0,30.0,5057.0,0.1,6.549999999999998,0.0,0.0,1229.130343914032,,,,,,,,,,,,,,,,,,,,,3.6236139156086846,2.081456814881483,6.454193515368963,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
114,5.0,0.0,0.0,639.0,14.0,39.0,5096.0,0.1,5.199999999999999,0.0,0.0,1233.4015233516693,,,,,,,,,,,,,,,,,,,,,2.6055349266904435,1.2740140674556826,5.108596221706264,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
115,5.0,0.0,0.0,689.0,15.0,50.0,5146.0,0.1,7.7,0.0,0.0,1238.7434391975403,,,,,,,,,,,,,,,,,,,,,3.483016599297491,2.273668634397541,7.64857204811189,0.19760594270509796,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
116,5.0,0.0,0.0,719.0,16.0,30.0,5176.0,0.1,4.3,0.0,0.0,1242.0934391021729,,,,,,,,,,,,,,,,,,,,,2.816715327774397,1.1141774165064506,4.328270471096916,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,5.0,0.0,0.0,768.0,17.0,49.0,5225.0,0.1,6.899999999999999,0.0,0.0,1247.3320655822754,,,,,,,,,,,,,,,,,,,,,3.1922668275995005,1.9374440481472337,6.757086341043371,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
118,5.0,0.0,0.0,803.0,18.0,35.0,5260.0,0.1,7.399999999999999,0.0,0.0,1251.257842540741,,,,,,,,,,,,,,,,,,,,,3.7294063982450383,2.273340391424953,7.2840315551401495,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,5.0,0.0,0.0,827.0,19.0,24.0,5284.0,0.1,4.000000000000001,0.0,0.0,1254.0392043590546,,,,,,,,,,,,,,,,,,,,,2.0579179196923394,1.28595323102398,3.9585230575193644,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
120,5.0,0.0,0.0,849.0,20.0,22.0,5306.0,0.1,4.200000000000001,0.0,0.0,1256.7318654060364,,,,,,,,,,,,,,,,,,,,,2.3561476559532597,1.3188448720618744,4.156473542179845,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,6.0,0.0,0.0,127.0,1.0,127.0,5433.0,0.1,18.900000000000006,0.0,0.0,1406.772494316101,,,,,,,,,,,,,,,,,,,,,8.789418060042006,4.58140649728012,17.819364816643134,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,6.0,0.0,0.0,174.0,2.0,47.0,5480.0,0.1,9.799999999999997,0.0,0.0,1412.213238477707,,,,,,,,,,,,,,,,,,,,,4.519238793153641,3.0543435782584796,9.606799769460933,-0.39940039990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,6.0,0.0,0.0,218.0,3.0,44.0,5524.0,0.1,6.499999999999999,0.0,0.0,1417.0763368606567,,,,,,,,,,,,,,,,,,,,,3.528097342423577,1.7592895847784316,6.357472304069195,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124,6.0,0.0,0.0,247.0,4.0,29.0,5553.0,0.1,3.9500000000000006,0.0,0.0,1420.359075307846,,,,,,,,,,,,,,,,,,,,,2.101729919907248,1.4982319793925827,3.9656291432740036,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
125,6.0,0.0,0.0,334.0,5.0,87.0,5640.0,0.1,16.599999999999994,0.0,0.0,1429.6957049369812,,,,,,,,,,,,,,,,,,,,,8.715582302798603,4.939356513656842,16.221792244593974,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
126,6.0,0.0,0.0,369.0,6.0,35.0,5675.0,0.1,7.399999999999998,0.0,0.0,1433.3921897411346,,,,,,,,,,,,,,,,,,,,,3.8552640361906008,2.2177687134277106,7.387004719263968,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
127,6.0,0.0,0.0,490.0,7.0,121.0,5796.0,0.1,23.100000000000012,0.0,0.0,1445.7279546260834,,,,,,,,,,,,,,,,,,,,,11.718677450480266,6.732140378633372,21.847316558063724,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,6.0,0.0,0.0,563.0,8.0,73.0,5869.0,0.1,12.149999999999997,0.0,0.0,1453.3923165798187,,,,,,,,,,,,,,,,,,,,,6.570407329226236,3.0332460872541462,11.693736043317077,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
129,6.0,0.0,0.0,586.0,9.0,23.0,5892.0,0.1,5.0,0.0,0.0,1456.0801684856415,,,,,,,,,,,,,,,,,,,,,2.543612098323652,1.6272068320268693,4.951394759863523,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,6.0,0.0,0.0,668.0,10.0,82.0,5974.0,0.1,16.199999999999996,0.0,0.0,1464.7530150413513,,,,,,,,,,,,,,,,,,,,,7.423156808504427,4.752292487607551,15.622530580332723,0.14940034999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,6.0,0.0,0.0,761.0,11.0,93.0,6067.0,0.1,14.2,0.0,0.0,1474.3068177700043,,,,,,,,,,,,,,,,,,,,,7.1257795804099935,3.5663528375880356,13.678095866010397,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,6.0,0.0,0.0,820.0,12.0,59.0,6126.0,0.1,9.949999999999998,0.0,0.0,1480.6629252433777,,,,,,,,,,,,,,,,,,,,,5.3149059548654005,3.23632658702772,9.985348537167068,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
133,6.0,0.0,0.0,860.0,13.0,40.0,6166.0,0.1,10.049999999999995,0.0,0.0,1485.075297832489,,,,,,,,,,,,,,,,,,,,,4.847360939766472,3.2094575512588897,9.875847381324613,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,6.0,0.0,0.0,908.0,14.0,48.0,6214.0,0.1,10.149999999999997,0.0,0.0,1490.247210741043,,,,,,,,,,,,,,,,,,,,,5.049877676047632,3.011012420344979,9.927450845790448,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,6.0,0.0,0.0,953.0,15.0,45.0,6259.0,0.1,7.299999999999999,0.0,0.0,1495.11052942276,,,,,,,,,,,,,,,,,,,,,3.5524310372650154,2.2120507643280036,7.369073110696118,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,6.0,0.0,0.0,985.0,16.0,32.0,6291.0,0.1,9.049999999999995,0.0,0.0,1498.6673119068146,,,,,,,,,,,,,,,,,,,,,4.635841649296138,2.871627983667961,8.919483113967344,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,6.0,0.0,0.0,1037.0,17.0,52.0,6343.0,0.1,5.699999999999999,0.0,0.0,1504.3008353710175,,,,,,,,,,,,,,,,,,,,,3.744328608446342,1.7042878999896587,5.670078985111138,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,6.0,0.0,0.0,1062.0,18.0,25.0,6368.0,0.1,5.249999999999999,0.0,0.0,1507.3251605033875,,,,,,,,,,,,,,,,,,,,,2.750746296041683,1.6373229611414089,5.191609369729046,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,6.0,0.0,0.0,1102.0,19.0,40.0,6408.0,0.1,6.899999999999998,0.0,0.0,1511.8840868473053,,,,,,,,,,,,,,,,,,,,,4.613159527876996,2.0752441806979025,7.133901746164604,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
140,6.0,0.0,0.0,1136.0,20.0,34.0,6442.0,0.1,3.900000000000001,0.0,0.0,1515.7951703071594,,,,,,,,,,,,,,,,,,,,,1.7181148180955863,1.3003889436961575,3.8492788045149746,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,7.0,0.0,0.0,63.0,1.0,63.0,6505.0,0.1,13.149999999999995,0.0,0.0,1698.035496711731,,,,,,,,,,,,,,,,,,,,,6.0487790699050645,3.8871273805245177,12.794503130353556,-0.05079830129965002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
142,7.0,0.0,0.0,142.0,2.0,79.0,6584.0,0.1,14.249999999999995,0.0,0.0,1706.092735528946,,,,,,,,,,,,,,,,,,,,,7.9407249359578,4.148471421907841,13.877610361238686,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,7.0,0.0,0.0,195.0,3.0,53.0,6637.0,0.1,8.299999999999999,0.0,0.0,1711.6975700855255,,,,,,,,,,,,,,,,,,,,,3.882839154865143,2.237912128689926,8.110422258887663,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,7.0,0.0,0.0,278.0,4.0,83.0,6720.0,0.1,11.600000000000001,0.0,0.0,1720.4231431484222,,,,,,,,,,,,,,,,,,,,,4.893298544586536,3.4239520634582705,11.216277559641043,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
145,7.0,0.0,0.0,304.0,5.0,26.0,6746.0,0.1,4.25,0.0,0.0,1723.4238855838776,,,,,,,,,,,,,,,,,,,,,2.4232123095420315,1.2605887372516917,4.299682733403601,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
146,7.0,0.0,0.0,324.0,6.0,20.0,6766.0,0.1,4.4,0.0,0.0,1725.8960044384003,,,,,,,,,,,,,,,,,,,,,2.671625922230196,1.2496109720942399,4.3552736736289805,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
147,7.0,0.0,0.0,449.0,7.0,125.0,6891.0,0.1,20.000000000000007,0.0,0.0,1738.7261037826538,,,,,,,,,,,,,,,,,,,,,8.637711887226878,5.193967712825574,18.958183422758722,-0.19990000000000002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,7.0,0.0,0.0,674.0,8.0,225.0,7116.0,0.1,40.150000000000034,0.0,0.0,1761.722947359085,,,,,,,,,,,,,,,,,,,,,18.94613738356581,10.536988765589284,35.959001131960484,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
149,7.0,0.0,0.0,729.0,9.0,55.0,7171.0,0.1,13.049999999999994,0.0,0.0,1767.6793348789215,,,,,,,,,,,,,,,,,,,,,6.295812902891947,3.755793912585404,12.729175912991012,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,7.0,0.0,0.0,852.0,10.0,123.0,7294.0,0.1,24.700000000000017,0.0,0.0,1780.3648808002472,,,,,,,,,,,,,,,,,,,,,12.4954960205039,6.73173736036291,23.45623870054952,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
151,7.0,0.0,0.0,968.0,11.0,116.0,7410.0,0.1,17.75,0.0,0.0,1792.3198137283325,,,,,,,,,,,,,,,,,,,,,8.940050153320728,4.8738654970628685,16.86329358996722,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,7.0,0.0,0.0,1024.0,12.0,56.0,7466.0,0.1,11.599999999999994,0.0,0.0,1798.20742726326,,,,,,,,,,,,,,,,,,,,,6.5972478098702805,3.066249213125248,11.364413380914279,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
153,7.0,0.0,0.0,1063.0,13.0,39.0,7505.0,0.1,6.1,0.0,0.0,1802.3043947219849,,,,,,,,,,,,,,,,,,,,,3.1428772749069744,1.7277036381912114,6.095496094168347,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,7.0,0.0,0.0,1112.0,14.0,49.0,7554.0,0.1,10.949999999999996,0.0,0.0,1807.544891834259,,,,,,,,,,,,,,,,,,,,,5.210231279606684,3.2279596839308664,10.826947138700906,0.14940034999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
155,7.0,0.0,0.0,1158.0,15.0,46.0,7600.0,0.1,7.649999999999998,0.0,0.0,1812.5555906295776,,,,,,,,,,,,,,,,,,,,,5.139712151703079,2.4721708702548004,8.055476521125373,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,7.0,0.0,0.0,1219.0,16.0,61.0,7661.0,0.1,10.199999999999998,0.0,0.0,1818.840018749237,,,,,,,,,,,,,,,,,,,,,4.757785191722273,3.077997141110258,9.929624422525572,-0.39940039990000004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,7.0,0.0,0.0,1335.0,17.0,116.0,7777.0,0.1,20.450000000000003,0.0,0.0,1830.5462679862976,,,,,,,,,,,,,,,,,,,,,10.043997828658386,5.667332279875625,19.562529472720225,0.24964999999999996,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,7.0,0.0,0.0,1362.0,18.0,27.0,7804.0,0.1,4.6,0.0,0.0,1833.6868011951447,,,,,,,,,,,,,,,,,,,,,2.9264280034149626,1.4225372750759369,4.739416090626684,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,7.0,0.0,0.0,1415.0,19.0,53.0,7857.0,0.1,9.199999999999998,0.0,0.0,1839.3301525115967,,,,,,,,,,,,,,,,,,,,,5.284808800520985,3.0733545194960046,8.937771739279205,-0.2997001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,7.0,0.0,0.0,1475.0,20.0,60.0,7917.0,0.1,12.549999999999995,0.0,0.0,1845.6810231208801,,,,,,,,,,,,,,,,,,,,,6.747579338970255,3.769483379697667,12.506654570472568,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,8.0,0.0,0.0,34.0,1.0,34.0,7951.0,0.1,5.249999999999999,0.0,0.0,2081.17129445076,,,,,,,,,,,,,,,,,,,,,2.7194632214160745,1.2701692035716203,5.167868820243519,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,8.0,0.0,0.0,90.0,2.0,56.0,8007.0,0.1,11.149999999999997,0.0,0.0,2087.207677125931,,,,,,,,,,,,,,,,,,,,,5.224613864853246,3.245829021001938,10.879169082564266,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
163,8.0,0.0,0.0,130.0,3.0,40.0,8047.0,0.1,8.699999999999998,0.0,0.0,2091.704066514969,,,,,,,,,,,,,,,,,,,,,5.0603787449069735,2.5415544546016053,8.623228775467023,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
164,8.0,0.0,0.0,172.0,4.0,42.0,8089.0,0.1,5.349999999999998,0.0,0.0,2096.4257645606995,,,,,,,,,,,,,,,,,,,,,2.980968742571302,1.2391054332559004,5.3406052119728935,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,8.0,0.0,0.0,314.0,5.0,142.0,8231.0,0.1,32.25000000000005,0.0,0.0,2111.047706604004,,,,,,,,,,,,,,,,,,,,,16.991447310062593,8.004124071360671,30.027005547624345,0.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,8.0,0.0,0.0,409.0,6.0,95.0,8326.0,0.1,20.75000000000001,0.0,0.0,2120.7434890270233,,,,,,,,,,,,,,,,,,,,,10.192293166598663,5.701768991111892,19.94129633422811,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,8.0,0.0,0.0,533.0,7.0,124.0,8450.0,0.1,19.650000000000002,0.0,0.0,2133.284655570984,,,,,,,,,,,,,,,,,,,,,9.589713462566941,5.01508456468752,18.735204411884848,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
168,8.0,0.0,0.0,570.0,8.0,37.0,8487.0,0.1,8.099999999999998,0.0,0.0,2137.375556230545,,,,,,,,,,,,,,,,,,,,,3.574485113653452,2.5266559481865305,7.9837034740394275,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,8.0,0.0,0.0,642.0,9.0,72.0,8559.0,0.1,11.35,0.0,0.0,2145.0048587322235,,,,,,,,,,,,,,,,,,,,,4.958369975715652,3.4206629189260904,11.015016379491072,-0.4499958125811168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
